"","G_ID","R_ID","Gauge_pvalue","Remote_pvalue","Gauge_TAU","Remote_TAU","Median_TP","Gauge_Trend_Type","Remote_Trend_Type","Year","Correlation"
"1","1119USBR_WQX-AFE123",31445,0.13312848419606,1,-0.523809523809524,-0.0476190476190476,0.0786071428571429,"Decreasing","Decreasing",7,0.452471397694852
"2","1119USBR_WQX-BLA101",31682,0.76389059347054,0.22955621387892,-0.142857142857143,-0.428571428571429,0.034,"Decreasing","Decreasing",7,-0.144787002015178
"3","1119USBR_WQX-EMM025",31674,0.275757847827509,0.755496874928883,-0.272727272727273,-0.0909090909090909,0.0477083333333333,"Decreasing","Decreasing",11,0.335593385381973
"4","21GAEPD_WQX-RV_01_109",4448,0.587642595497842,0.133361376768543,0.0771431720135896,-0.207977207977208,0.1125,"Increasing","Decreasing",27,-0.156950155312897
"5","21GAEPD_WQX-RV_01_87",4392,0.4127808038097,0.0130433713952793,-0.126732921739135,-0.375494071146245,0.1175,"Decreasing","Decreasing",23,0.0932072260989608
"6","21GAEPD_WQX-RV_01_94",4365,1,1,0.333333333333333,-0.333333333333333,0.1025,"Increasing","Decreasing",3,-0.257568764851209
"7","21GAEPD_WQX-RV_01_96",4401,0.80649594050734,0.462432726450476,0.2,-0.4,0.109166666666667,"Increasing","Decreasing",5,-0.0802081306005463
"8","21GAEPD_WQX-RV_02_310",4472,0.462432726450476,0.220671361919847,0.4,0.6,0.108333333333333,"Increasing","Increasing",5,0.983997969028981
"9","21GAEPD_WQX-RV_03_502",4501,0.367520738242143,0.548005572361309,-0.333333333333333,0.238095238095238,0.240416666666667,"Decreasing","Increasing",7,-0.292043250689467
"10","21GAEPD_WQX-RV_03_603",4579,0.0274863361115103,0.0864107329737,-1,-0.8,0.0375,"Decreasing","Decreasing",5,0.757777702437179
"11","21GAEPD_WQX-RV_03_606",4574,0.0241705471745452,0.707114231289961,-0.866666666666667,-0.2,0.0555833333333333,"Decreasing","Decreasing",6,0.692909448372891
"12","21GAEPD_WQX-RV_03_640",4551,0.87987910365772,0.739763807728124,0.0287084625881607,-0.0571428571428571,0.0983333333333333,"Increasing","Decreasing",21,0.130483898003661
"13","21GAEPD_WQX-RV_03_653",4547,0.308179547467054,0.734095182319476,0.666666666666667,-0.333333333333333,0.0688958333333333,"Increasing","Decreasing",4,-0.149585053576834
"14","21GAEPD_WQX-RV_03_654",4538,1,1,-0.333333333333333,-0.333333333333333,0.0658333333333333,"Decreasing","Decreasing",3,-0.102286865380819
"15","21GAEPD_WQX-RV_05_2165",4614,0.787615766702206,0.858027656987521,-0.0898933149950989,-0.0666666666666667,0.0379166666666667,"Decreasing","Decreasing",10,-0.22096649155662
"16","21GAEPD_WQX-RV_05_2167",4639,0.548005572361309,0.76389059347054,-0.238095238095238,-0.142857142857143,0.0466666666666667,"Decreasing","Decreasing",7,0.609749675352235
"17","21GAEPD_WQX-RV_05_2203",4696,0.0763327403763572,0.916965236628864,-0.5,0.0555555555555556,0.095,"Decreasing","Increasing",9,-0.19000152159375
"18","21GAEPD_WQX-RV_05_2222",4667,1,1,0.333333333333333,0.333333333333333,0.0575,"Increasing","Increasing",3,0.998417707925695
"19","21GAEPD_WQX-RV_05_2223",4654,0.960421961844121,0.47193904041631,-0.0108893101296094,-0.108695652173913,0.0733333333333333,"Decreasing","Decreasing",24,0.173555446685738
"20","21GAEPD_WQX-RV_06_2840",4759,1,1,0.333333333333333,0.333333333333333,0.0733333333333333,"Increasing","Increasing",3,0.998065200091794
"21","21GAEPD_WQX-RV_06_2844",4779,0.0274863361115103,0.220671361919847,1,0.6,0.0613333333333333,"Increasing","Increasing",5,0.826191046104202
"22","21GAEPD_WQX-RV_06_2846",4777,0.217377271236596,0.721176307474874,0.205805465729924,0.0631578947368421,0.0852083333333333,"Increasing","Increasing",20,-0.331004609725694
"23","21GAEPD_WQX-RV_06_2852",4740,0.80649594050734,0.0274863361115103,-0.2,1,0.0708333333333333,"Decreasing","Increasing",5,-0.395912498596922
"24","21GAEPD_WQX-RV_07_3004",4800,0.308179547467054,0.734095182319476,0.666666666666667,0.333333333333333,0.1971875,"Increasing","Increasing",4,0.921534690165001
"25","21KAN001_WQX-SC003",21747,0.734095182319476,0.308179547467054,-0.333333333333333,-0.666666666666667,0.307083333333333,"Decreasing","Decreasing",4,-0.152141238253255
"26","21KAN001_WQX-SC036",23502,0.0711267274899405,0.194595140496186,-0.281385281385281,-0.203463203463203,0.153875,"Decreasing","Decreasing",22,0.106874454635933
"27","21KAN001_WQX-SC098",24238,0.114961000967301,0.123715178751739,0.27059291687297,0.263157894736842,0.172083333333333,"Increasing","Increasing",19,0.167333856830028
"28","21KAN001_WQX-SC214",24286,1,0.191670591422755,0,-0.25,0.1763125,"Increasing","Decreasing",16,0.111386325907886
"29","21KAN001_WQX-SC215",24073,0.892558465851561,0.392314347285355,-0.0333333333333333,-0.166666666666667,0.156,"Decreasing","Decreasing",16,-0.0164526023746376
"30","21KAN001_WQX-SC218",23469,0.0420851932928949,0.0240810051773448,0.318089582916401,-0.350649350649351,0.51375,"Increasing","Decreasing",22,0.00338879605976305
"31","21KAN001_WQX-SC232",22042,0.0274863361115103,0.220671361919847,1,0.6,0.53875,"Increasing","Increasing",5,0.652556924073374
"32","21KAN001_WQX-SC240",21984,1,0.452370360677361,-0.0666666666666667,-0.333333333333333,0.532708333333333,"Decreasing","Decreasing",6,0.309521020443117
"33","21KAN001_WQX-SC250",21920,1,0.296269871484286,-0.333333333333333,-1,0.307738095238095,"Decreasing","Decreasing",3,0.572946083820106
"34","21KAN001_WQX-SC254",21928,0.310046020853823,0.175895749022767,-0.16017316017316,-0.212121212121212,0.3525,"Decreasing","Decreasing",22,0.668605269712184
"35","21KAN001_WQX-SC255",21946,0.76389059347054,0.76389059347054,-0.142857142857143,0.142857142857143,0.39625,"Decreasing","Increasing",7,-0.0654114771544067
"36","21KAN001_WQX-SC256",21941,1,1,-0.333333333333333,-0.333333333333333,0.357464285714286,"Decreasing","Decreasing",3,0.655325853662902
"37","21KAN001_WQX-SC257",21936,0.431752637063439,0.566142727568169,0.129499754190515,-0.0952380952380952,0.3475,"Increasing","Decreasing",21,0.481657443757524
"38","21KAN001_WQX-SC259",21885,0.278716751929113,0.751300150198796,0.166336959782615,-0.0513833992094862,0.305,"Increasing","Decreasing",23,0.501695062778157
"39","21KAN001_WQX-SC260",21896,0.110838581102128,0.721538652049639,0.211822660098522,-0.0492610837438424,0.338333333333333,"Increasing","Decreasing",29,0.627764904096405
"40","21KAN001_WQX-SC261",22007,0.0894293590289935,0.308179547467054,1,0.666666666666667,0.190184523809524,"Increasing","Increasing",4,0.561706368567846
"41","21KAN001_WQX-SC262",21858,0.25965635637045,0.452370360677361,-0.466666666666667,-0.333333333333333,0.270916666666667,"Decreasing","Decreasing",6,0.840061264354356
"42","21KAN001_WQX-SC264",21828,0.220671361919847,1,0.6,0,0.32375,"Increasing","Increasing",5,0.528128384340664
"43","21KAN001_WQX-SC265",21810,0.602167527748196,0.916965236628864,-0.166666666666667,0.0555555555555556,0.38,"Decreasing","Increasing",9,0.727772264253
"44","21KAN001_WQX-SC278",23629,1,0.296269871484286,0.333333333333333,-1,0.269583333333333,"Increasing","Decreasing",3,-0.910682926708371
"45","21KAN001_WQX-SC281",23483,0.0912390290553886,0.174033580208164,0.308823529411765,-0.25,0.51875,"Increasing","Decreasing",17,0.103707353836777
"46","21KAN001_WQX-SC503",21760,1,1,0.0666666666666667,0.0666666666666667,0.350625,"Increasing","Increasing",6,0.07915820847913
"47","21KAN001_WQX-SC510",21744,0.602167527748196,0.0763327403763572,0.166666666666667,0.5,0.35,"Increasing","Increasing",9,0.445561429652017
"48","21KAN001_WQX-SC518",21864,0.433826840365301,0.59230128143299,0.147058823529412,-0.102941176470588,0.29125,"Increasing","Decreasing",17,0.61238600181531
"49","21KAN001_WQX-SC524",23462,0.901538626657128,0.536186771900174,-0.0714285714285714,-0.214285714285714,0.410833333333333,"Decreasing","Decreasing",8,0.125430385108995
"50","21KAN001_WQX-SC527",23479,0.306103466256999,0.0339090759496075,-0.183607544251748,-0.372549019607843,0.42625,"Decreasing","Decreasing",18,0.377961196042346
"51","21KAN001_WQX-SC536",23453,0.114756734318649,0.9453298708327,-0.363636363636364,0.0303030303030303,0.259375,"Decreasing","Increasing",12,-0.022382982705601
"52","21KAN001_WQX-SC560",24253,0.80649594050734,0.80649594050734,-0.2,-0.2,0.17325,"Decreasing","Decreasing",5,-0.297740118032561
"53","21KAN001_WQX-SC563",24081,1,1,-0.333333333333333,-0.333333333333333,0.132875,"Decreasing","Decreasing",3,-0.597394012353257
"54","21KAN001_WQX-SC566",24319,0.545701386215353,0.739763807728124,0.100238948966717,-0.0571428571428571,0.1745,"Increasing","Decreasing",21,0.362601642252178
"55","21KAN001_WQX-SC741",22027,0.80649594050734,0.462432726450476,0.2,0.4,0.45875,"Increasing","Increasing",5,0.117902466934429
"56","21KAN001_WQX-SC758",23432,1,1,0.333333333333333,0.333333333333333,0.2425,"Increasing","Increasing",3,0.875860961849129
"57","21KY_WQX-PRI055",10376,1,1,0,0,0.0534333333333333,"Increasing","Increasing",5,0.886303028004514
"58","21KY_WQX-PRI058",10236,1,1,-0.333333333333333,0.333333333333333,0.028175,"Decreasing","Increasing",3,0.974847179984008
"59","21KY_WQX-PRI066",10249,0.296269871484286,1,-1,-0.333333333333333,0.126975,"Decreasing","Decreasing",3,0.534874901718878
"60","21KY_WQX-PRI114",10312,0.296269871484286,1,-1,-0.333333333333333,0.0735416666666667,"Decreasing","Decreasing",3,0.0695503524275162
"61","21MICH_WQX-030077",7644,1,0.296269871484286,-0.333333333333333,1,0.081375,"Decreasing","Increasing",3,-0.625549535815225
"62","21MSWQ_WQX-02478500",6966,0.858027656987521,0.591505036994917,0.0666666666666667,-0.155555555555556,0.0722916666666667,"Increasing","Decreasing",10,0.412481819018241
"63","21MSWQ_WQX-02486500",15528,0.0864107329737,1,-0.8,0,0.195833333333333,"Decreasing","Increasing",5,-0.295077278899001
"64","21MSWQ_WQX-07292500",16868,0.80649594050734,1,-0.2,0,0.0666666666666667,"Decreasing","Increasing",5,-0.714786374691171
"65","21OHIO_WQX-500820",8104,1,0.308179547467054,0,-0.666666666666667,0.0800416666666667,"Increasing","Decreasing",4,0.127630796649957
"66","21OHIO_WQX-610060",10012,0.296269871484286,1,-1,-0.333333333333333,0.162291666666667,"Decreasing","Decreasing",3,0.0504874259440362
"67","21OHIO_WQX-H09S13",9991,0.0602891739906021,0.452370360677361,-0.733333333333333,-0.333333333333333,0.259,"Decreasing","Decreasing",6,-0.0763219519325312
"68","21PA_WQX-WQN0201",2307,0.0476039547278715,0.465512169874187,-0.555555555555556,0.222222222222222,0.0735416666666667,"Decreasing","Increasing",9,0.390440428130137
"69","21PA_WQX-WQN0203",2170,0.25965635637045,1,-0.466666666666667,0.0666666666666667,0.062225,"Decreasing","Increasing",6,-0.236035389777647
"70","21PA_WQX-WQN0214",2232,0.303673214899419,0.372691490471518,-0.242424242424242,0.212121212121212,0.0511607142857143,"Decreasing","Increasing",12,-0.251291812641424
"71","21PA_WQX-WQN0306",1867,0.462432726450476,0.462432726450476,-0.4,-0.4,0.039125,"Decreasing","Decreasing",5,0.722554329458041
"72","21PA_WQX-WQN0323",1949,0.734095182319476,0.734095182319476,-0.333333333333333,0.333333333333333,0.038375,"Decreasing","Increasing",4,-0.637372552806963
"73","21PA_WQX-WQN0404",2043,0.296269871484286,1,-1,-0.333333333333333,0.0285833333333333,"Decreasing","Decreasing",3,0.559858066301326
"74","21PA_WQX-WQN0448",2149,0.132854955731054,0.707114231289961,-0.6,0.2,0.0328208333333333,"Decreasing","Increasing",6,-0.32549458948907
"75","21PA_WQX-WQN0701",8980,0.465512169874187,0.348082623632924,-0.222222222222222,-0.277777777777778,0.0351666666666667,"Decreasing","Decreasing",9,0.184824520172254
"76","21PA_WQX-WQN0702",8993,1,0.591505036994917,0.0222222222222222,0.155555555555556,0.0315416666666667,"Increasing","Increasing",10,-0.22724891309739
"77","21PA_WQX-WQN0706",9041,0.707114231289961,1,-0.2,0.0666666666666667,0.027625,"Decreasing","Increasing",6,-0.272606059652964
"78","21PA_WQX-WQN0732",8986,0.0602891739906021,0.0602891739906021,0.733333333333333,0.733333333333333,0.032625,"Increasing","Increasing",6,0.255678118891923
"79","21PA_WQX-WQN0810",8825,0.734095182319476,0.734095182319476,0.333333333333333,0.333333333333333,0.03875,"Increasing","Increasing",4,-0.638147501459601
"80","21PA_WQX-WQN0845",8736,1,1,-0.333333333333333,-0.333333333333333,0.02775,"Decreasing","Decreasing",3,-0.0457591700089173
"81","21PA_WQX-WQN0867",8654,1,0.707114231289961,0.0666666666666667,0.2,0.0295208333333333,"Increasing","Increasing",6,-0.00100249872197585
"82","21PA_WQX-WQN0884",8797,0.462432726450476,0.220671361919847,0.4,0.6,0.032,"Increasing","Increasing",5,0.492449607058613
"83","21PA_WQX-WQN0901",9085,0.754454177494089,0.0763327403763572,-0.111111111111111,0.5,0.0530416666666667,"Decreasing","Increasing",9,-0.357065035184685
"84","21PA_WQX-WQN0902",9102,0.465512169874187,0.251452186508022,-0.222222222222222,0.333333333333333,0.0413958333333333,"Decreasing","Increasing",9,-0.306685148595486
"85","21PA_WQX-WQN0905",9124,0.251452186508022,0.175308080808274,-0.333333333333333,0.388888888888889,0.12125,"Decreasing","Increasing",9,-0.568878719037595
"86","21PA_WQX-WQN0906",9133,0.0864107329737,0.80649594050734,0.8,0.2,0.158,"Increasing","Increasing",5,-0.0345845058735346
"87","21SC60WQ_WQX-B-042",3941,0.175308080808274,0.0476039547278715,0.388888888888889,-0.555555555555556,0.103333333333333,"Increasing","Decreasing",9,-0.372590536080005
"88","21SC60WQ_WQX-B-044",3934,0.0894293590289935,0.734095182319476,1,0.333333333333333,0.105625,"Increasing","Increasing",4,0.871560035431662
"89","21SC60WQ_WQX-B-046",3980,0.22955621387892,0.76389059347054,0.428571428571429,0.142857142857143,0.20175,"Increasing","Increasing",7,0.23812239557928
"90","21SC60WQ_WQX-B-047",3974,0.734095182319476,0.308179547467054,0.333333333333333,0.666666666666667,0.1010625,"Increasing","Increasing",4,-0.210835865598992
"91","21SC60WQ_WQX-B-337",3992,0.00487856447503363,0.175308080808274,0.777777777777778,-0.388888888888889,0.0530833333333333,"Increasing","Decreasing",9,-0.549574854129748
"92","21SC60WQ_WQX-B-351",3979,0.308179547467054,0.734095182319476,-0.666666666666667,0.333333333333333,0.0925833333333333,"Decreasing","Increasing",4,0.23363984847593
"93","21SC60WQ_WQX-C-007",4065,0.371093369522698,0.720514787136255,0.244444444444444,-0.111111111111111,0.0573958333333333,"Increasing","Decreasing",10,-0.384387068504965
"94","21SC60WQ_WQX-C-074",4055,0.474274350767329,0.858027656987521,0.2,-0.0666666666666667,0.0658333333333333,"Increasing","Decreasing",10,-0.703636003080328
"95","21SC60WQ_WQX-CSTL-062",4164,1,0.734095182319476,0,-0.333333333333333,0.0264375,"Increasing","Decreasing",4,0.876343524115544
"96","21SC60WQ_WQX-CSTL-085",4146,0.132854955731054,0.452370360677361,0.6,0.333333333333333,0.0345208333333333,"Increasing","Increasing",6,0.0144825289481652
"97","21SC60WQ_WQX-CW-014",3867,0.22955621387892,0.76389059347054,0.428571428571429,-0.142857142857143,0.039125,"Increasing","Decreasing",7,-0.408740366404531
"98","21SC60WQ_WQX-CW-016",3854,1,1,-0.0476190476190476,-0.0476190476190476,0.129666666666667,"Decreasing","Decreasing",7,0.855678990006805
"99","21SC60WQ_WQX-CW-019",3894,0.0864107329737,0.462432726450476,-0.8,-0.4,0.05525,"Decreasing","Decreasing",5,0.230545679512821
"100","21SC60WQ_WQX-CW-041",3859,0.901538626657128,0.265510388953874,-0.0714285714285714,-0.357142857142857,0.148333333333333,"Decreasing","Decreasing",8,0.648629213135386
"101","21SC60WQ_WQX-CW-206",3914,0.0154909404828918,1,-0.587180674734059,0.0181818181818182,0.0496666666666667,"Decreasing","Increasing",11,-0.0471150843073845
"102","21SC60WQ_WQX-CW-222",3910,0.296269871484286,1,1,-0.333333333333333,0.0819166666666667,"Increasing","Decreasing",3,-0.688491647736979
"103","21SC60WQ_WQX-E-015",4180,1,1,0.333333333333333,0.333333333333333,0.0730625,"Increasing","Increasing",3,0.940681026586046
"104","21SC60WQ_WQX-MD-119",4192,0.734095182319476,0.734095182319476,0.333333333333333,0.333333333333333,0.0556875,"Increasing","Increasing",4,0.943333902568514
"105","21SC60WQ_WQX-MD-138",3738,0.175308080808274,1,-0.388888888888889,0,0.0745833333333333,"Decreasing","Increasing",9,0.175520727347406
"106","21SC60WQ_WQX-MD-145",3743,0.754454177494089,0.916965236628864,0.111111111111111,-0.0555555555555556,0.0433333333333333,"Increasing","Decreasing",9,0.0921812893511094
"107","21SC60WQ_WQX-PD-012",3705,0.720514787136255,0.591505036994917,0.111111111111111,-0.155555555555556,0.0708958333333333,"Increasing","Decreasing",10,-0.421946980488566
"108","21SC60WQ_WQX-PD-015",3664,0.0894293590289935,0.0894293590289935,-1,-1,0.078625,"Decreasing","Decreasing",4,0.799697858948854
"109","21SC60WQ_WQX-PD-028",3708,0.617988644260721,0.265510388953874,-0.181848241863327,0.357142857142857,0.091,"Decreasing","Increasing",8,-0.787965172402644
"110","21SC60WQ_WQX-PD-060",3778,0.548005572361309,0.76389059347054,-0.238095238095238,0.142857142857143,0.0705,"Decreasing","Increasing",7,-0.690729220200598
"111","21SC60WQ_WQX-PD-076",3686,0.107404636330254,0.720514787136255,-0.422222222222222,0.111111111111111,0.080125,"Decreasing","Increasing",10,0.153781723707838
"112","21SC60WQ_WQX-PD-170",3716,0.132854955731054,0.707114231289961,-0.6,0.2,0.149770833333333,"Decreasing","Increasing",6,0.0359323739704568
"113","21SC60WQ_WQX-PD-337",3649,0.0763327403763572,0.0763327403763572,-0.5,-0.5,0.0865,"Decreasing","Decreasing",9,-0.14167728472506
"114","21SC60WQ_WQX-S-047",4003,0.710523022916489,0.386476230771233,0.142857142857143,-0.285714285714286,0.0574583333333333,"Increasing","Decreasing",8,0.0799885603016651
"115","21SC60WQ_WQX-S-125",4012,0.296269871484286,1,-1,0.333333333333333,0.0831666666666667,"Decreasing","Increasing",3,-0.649185008119466
"116","21SC60WQ_WQX-S-298",3998,0.916965236628864,1,-0.0555555555555556,0,0.03725,"Decreasing","Increasing",9,0.776622699288116
"117","21SC60WQ_WQX-ST-001",4103,0.536186771900174,0.901538626657128,-0.214285714285714,-0.0714285714285714,0.0379791666666667,"Decreasing","Decreasing",8,-0.431843096458477
"118","21SC60WQ_WQX-ST-016",4130,0.371093369522698,0.283130870662347,0.244444444444444,-0.288888888888889,0.0435208333333333,"Increasing","Decreasing",10,0.223741901801564
"119","21SC60WQ_WQX-SV-366",4396,0.0593144064703545,0.210497700055337,0.494413232473044,0.333333333333333,0.103520833333333,"Increasing","Increasing",10,0.156190349402271
"120","21SC60WQ_WQX-SV-370",4421,0.707114231289961,1,-0.2,-0.0666666666666667,0.111479166666667,"Decreasing","Decreasing",6,0.718661843256584
"121","31ORWUNT_WQX-BR-5.3M",9124,0.707114231289961,1,0.2,-0.0666666666666667,0.11203125,"Increasing","Decreasing",6,-0.371919623263172
"122","31ORWUNT_WQX-CR16.0M",11248,0.548005572361309,0.00686379498544904,-0.238095238095238,-0.904761904761905,0.070375,"Decreasing","Decreasing",7,-0.261726216677667
"123","31ORWUNT_WQX-LR-4.5M",10210,0.452370360677361,0.707114231289961,-0.333333333333333,-0.2,0.145995833333333,"Decreasing","Decreasing",6,-0.468984674259661
"124","31ORWUNT_WQX-MU-5.8M",9366,0.80649594050734,0.80649594050734,0.2,0.2,0.10675,"Increasing","Increasing",5,0.783531421440584
"125","31ORWUNT_WQX-SC15.0M",9884,1,0.707114231289961,-0.0666666666666667,-0.2,0.217541666666667,"Decreasing","Decreasing",6,-0.511965573550168
"126","ARDEQH2O_WQX-OUA0035",16451,1,1,0.333333333333333,-0.333333333333333,0.0534166666666667,"Increasing","Decreasing",3,-0.915292585643046
"127","ARDEQH2O_WQX-RED0009",26033,1,1,0.333333333333333,0.333333333333333,0.145666666666667,"Increasing","Increasing",3,0.99672119758395
"128","ARDEQH2O_WQX-WHI0004",22972,1,1,0.333333333333333,0.333333333333333,0.05475,"Increasing","Increasing",3,0.918549560459962
"129","ARDEQH2O_WQX-WHI0025",23062,0.296269871484286,1,1,-0.333333333333333,0.07155,"Increasing","Decreasing",3,-0.680011980077952
"130","ARDEQH2O_WQX-WHI0031",15988,1,0.296269871484286,0.333333333333333,-1,0.0623125,"Increasing","Decreasing",3,-0.33845092811603
"131","ARDEQH2O_WQX-WHI0052",22656,1,1,0.333333333333333,0.333333333333333,0.0431666666666667,"Increasing","Increasing",3,0.961739996322935
"132","ARDEQH2O_WQX-WHI0059",23151,0.296269871484286,1,-1,-0.333333333333333,0.0587083333333333,"Decreasing","Decreasing",3,0.50338363343596
"133","CORIVWCH_WQX-181",20713,1,1,0.333333333333333,0.333333333333333,0.303333333333333,"Increasing","Increasing",3,-0.924462049892041
"134","CORIVWCH_WQX-186",20737,0.220671361919847,0.462432726450476,0.6,-0.4,0.420125,"Increasing","Decreasing",5,-0.635935625971374
"135","CORIVWCH_WQX-187",20732,0.296269871484286,0.296269871484286,1,-1,0.40125,"Increasing","Decreasing",3,-0.975022316202125
"136","CORIVWCH_WQX-189",20688,1,1,0.333333333333333,-0.333333333333333,0.66125,"Increasing","Decreasing",3,0.646760182393354
"137","CORIVWCH_WQX-223",20703,1,0.296269871484286,0.333333333333333,1,0.410416666666667,"Increasing","Increasing",3,0.758724293365947
"138","CORIVWCH_WQX-226",20708,1,1,0.333333333333333,0.333333333333333,0.459583333333333,"Increasing","Increasing",3,-0.433035843189364
"139","CORIVWCH_WQX-3577",29528,0.462432726450476,0.0864107329737,0.4,-0.8,0.0273875,"Increasing","Decreasing",5,-0.785489732629882
"140","CORIVWCH_WQX-3590",29525,0.308179547467054,0.734095182319476,-0.666666666666667,0.333333333333333,0.0391333333333333,"Decreasing","Increasing",4,0.0733590649527646
"141","CORIVWCH_WQX-400",20697,0.220671361919847,1,0.6,0,0.361875,"Increasing","Increasing",5,-0.0689294248153995
"142","CORIVWCH_WQX-93",29520,0.25965635637045,0.25965635637045,-0.466666666666667,-0.466666666666667,0.0396041666666667,"Decreasing","Decreasing",6,-0.21470499978351
"143","KAWNATON_WQX-KN-AR-001",23842,0.734095182319476,0.734095182319476,-0.333333333333333,0.333333333333333,0.331704166666667,"Decreasing","Increasing",4,0.11724454864074
"144","KAWNATON_WQX-KN-AR-003",23830,0.308179547467054,0.734095182319476,-0.666666666666667,0.333333333333333,0.252922916666667,"Decreasing","Increasing",4,-0.38486397135331
"145","KAWNATON_WQX-KN-AR-009",23831,0.296269871484286,0.296269871484286,1,-1,0.292854166666667,"Increasing","Decreasing",3,-0.929583554312309
"146","LADEQWPD_WQX-0001",17032,0.465512169874187,0.465512169874187,0.222222222222222,0.222222222222222,0.363583333333333,"Increasing","Increasing",9,0.669611224183984
"147","LADEQWPD_WQX-0013",16552,0.251452186508022,0.175308080808274,0.333333333333333,0.388888888888889,0.108916666666667,"Increasing","Increasing",9,0.331643496311343
"148","LADEQWPD_WQX-0064",15658,0.367520738242143,0.22955621387892,-0.333333333333333,0.428571428571429,0.12675,"Decreasing","Increasing",7,-0.690079395580847
"149","LADEQWPD_WQX-0105",15704,0.76389059347054,0.0162609367804503,0.142857142857143,0.80952380952381,0.160708333333333,"Increasing","Increasing",7,0.476006305337226
"150","LADEQWPD_WQX-0120",26072,0.710523022916489,0.710523022916489,-0.142857142857143,-0.142857142857143,0.131458333333333,"Decreasing","Decreasing",8,-0.278702921447577
"151","LADEQWPD_WQX-0159",16794,0.149860747513049,0.73170172322421,0.333333333333333,0.0909090909090909,0.290666666666667,"Increasing","Increasing",12,0.366758760900988
"152","LADEQWPD_WQX-0677",17023,1,1,0.333333333333333,0.333333333333333,0.36125,"Increasing","Increasing",3,0.952420317074959
"153","LADEQWPD_WQX-0801",16676,0.296269871484286,0.296269871484286,1,-1,0.138425,"Increasing","Decreasing",3,-0.995760212288451
"154","MWRD_WQX-Crook",20721,1,1,-0.333333333333333,-0.333333333333333,0.3025,"Decreasing","Decreasing",3,0.991493705893629
"155","MWRD_WQX-FtMorgan",20732,0.0894293590289935,0.0894293590289935,-1,1,0.308333333333333,"Decreasing","Increasing",4,-0.988313915178673
"156","MWRD_WQX-Miliken",20654,0.296269871484286,1,1,0.333333333333333,0.528333333333333,"Increasing","Increasing",3,0.553387710841911
"157","OKWRB-STREAMS_WQX-120410010080-001AT",25066,0.00101389016957488,0.444043639662887,0.616666666666667,0.15,0.212364583333333,"Increasing","Increasing",16,-0.116713457839933
"158","OKWRB-STREAMS_WQX-120420010130-001AT",25092,0.107404636330254,1,0.422222222222222,0.0222222222222222,0.14548125,"Increasing","Increasing",10,-0.212118047693888
"159","OKWRB-STREAMS_WQX-121300010010-001AT",24155,1,1,0.0476190476190476,-0.0476190476190476,0.366402777777778,"Increasing","Decreasing",7,-0.672921148002167
"160","OKWRB-STREAMS_WQX-121400010260-001AT",25112,0.175308080808274,0.754454177494089,-0.388888888888889,0.111111111111111,0.131,"Decreasing","Increasing",9,-0.476013542019306
"161","OKWRB-STREAMS_WQX-121500010200-001AT",24131,0.536186771900174,1,-0.214285714285714,0,0.12965625,"Decreasing","Increasing",8,-0.126577576266127
"162","OKWRB-STREAMS_WQX-121500020260-001AT",24142,0.602167527748196,0.602167527748196,-0.166666666666667,-0.166666666666667,0.17725,"Decreasing","Decreasing",9,-0.620656448126379
"163","OKWRB-STREAMS_WQX-121500030010-001AT",24150,0.044083783741321,0.760332307521876,-0.435897435897436,-0.0769230769230769,0.0990416666666667,"Decreasing","Decreasing",13,0.526974742180046
"164","OKWRB-STREAMS_WQX-121510020010-001AT",24066,0.584070366945506,0.742556821926578,-0.120879120879121,-0.0769230769230769,0.158354166666667,"Decreasing","Decreasing",14,0.463556815548061
"165","OKWRB-STREAMS_WQX-121600010280-001AT",24370,0.246387360029247,0.360121647755378,-0.256410256410256,-0.205128205128205,0.195958333333333,"Decreasing","Decreasing",13,-0.559698902301319
"166","OKWRB-STREAMS_WQX-121600020170-001AT",24365,0.742556821926578,1,-0.0769230769230769,-0.010989010989011,0.0932708333333333,"Decreasing","Decreasing",14,0.50550201420007
"167","OKWRB-STREAMS_WQX-121600040010-001AT",24339,0.80649594050734,0.462432726450476,-0.2,-0.4,0.185375,"Decreasing","Decreasing",5,0.738489558447799
"168","OKWRB-STREAMS_WQX-121600040220-001AT",24337,0.742556821926578,0.661415917007863,0.0769230769230769,-0.0989010989010989,0.183770833333333,"Increasing","Decreasing",14,0.165064192451335
"169","OKWRB-STREAMS_WQX-121700030010-001AT",25136,0.296269871484286,0.296269871484286,-1,1,0.0690416666666667,"Decreasing","Increasing",3,-0.698289208934161
"170","OKWRB-STREAMS_WQX-121700030350-001AT",25167,0.220671361919847,1,-0.6,0,0.256416666666667,"Decreasing","Increasing",5,-0.00871464998496114
